customer_name,age,country,gender,marital_status,period,total_sales,total_orders,total_products,customer_class,age_group,last_order,avg_order_value,avg_monthly_spend
"Shaun Raji",52,France,Male,Married,3,13383,12,12,New,Middle-aged,155,1115.2500,4461.0000
"Jerome Romero",58,"United Kingdom",Male,Married,22,17085,6,6,VIP,Middle-aged,155,2847.5000,776.5909
"Frank Navarro",53,Germany,Male,Married,14,17295,12,12,VIP,Middle-aged,155,1441.2500,1235.3571
"Dennis She",58,France,Male,Single,3,13242,12,12,New,Middle-aged,155,1103.5000,4414.0000
"Melody Munoz",78,France,Female,Married,2,13032,6,6,New,Senior,155,2172.0000,6516.0000
"Randy Zeng",83,"United Kingdom",Male,Married,27,17559,24,24,VIP,Senior,149,731.6250,650.3333
"Marshall Wang",52,France,Male,Married,0,210,6,6,New,Middle-aged,149,35.0000,NULL
"Arthur Carlson",50,"United Kingdom",Male,Married,27,17859,30,30,VIP,Middle-aged,149,595.3000,661.4444
"Jessie Jimenez",62,"United Kingdom",Female,Married,26,17157,9,9,VIP,Senior,149,1906.3333,659.8846
"Robin Ramos",63,France,Female,Single,2,13107,6,6,New,Senior,155,2184.5000,6553.5000
"Deanna Gutierrez",59,France,Female,Single,4,13617,18,18,New,Middle-aged,154,756.5000,3404.2500
"Cara Zhou",83,"United Kingdom",Female,Married,0,72,3,3,New,Senior,154,24.0000,NULL
"Anne Ramos",75,"United Kingdom",Female,Single,20,17010,6,6,VIP,Senior,154,2835.0000,850.5000
"Carrie Ortega",79,"United Kingdom",Female,Single,20,17010,6,6,VIP,Senior,154,2835.0000,850.5000
"Deanna Suarez",78,Germany,Female,Married,0,54,6,6,New,Senior,144,9.0000,NULL
"Terrence Carson",40,Australia,Male,Single,29,10335,9,9,VIP,Middle-aged,145,1148.3333,356.3793
"Ramon Ye",41,Australia,Male,Single,23,10335,9,9,VIP,Middle-aged,150,1148.3333,449.3478
"Cynthia Malhotra",41,Australia,Female,Single,23,10179,9,9,VIP,Middle-aged,150,1131.0000,442.5652
"Jarrod Prasad",41,Australia,Male,Single,25,10335,9,9,VIP,Middle-aged,149,1148.3333,413.4000
"Tyrone Serrano",41,Australia,Male,Single,29,10464,15,15,VIP,Middle-aged,144,697.6000,360.8276
"Cindy Ramos",43,Australia,Female,Married,1,510,12,12,New,Middle-aged,145,42.5000,510.0000
"Damien Shan",42,Australia,Male,Married,0,300,6,6,New,Middle-aged,147,50.0000,NULL
"Julian Ross",42,Australia,Male,Single,0,10200,3,3,New,Middle-aged,174,3400.0000,NULL
"Jennifer Collins",40,Australia,Female,Single,28,10335,9,9,VIP,Middle-aged,146,1148.3333,369.1071
"Brittney Sun",41,Australia,Female,Single,0,10125,3,3,New,Middle-aged,174,3375.0000,NULL
"Virginia Patel",40,Australia,Female,Married,0,300,6,6,New,Middle-aged,150,50.0000,NULL
"Calvin Nara",41,Australia,Male,Married,0,300,6,6,New,Middle-aged,149,50.0000,NULL
"Edward Miller",41,Australia,Male,Single,29,10497,12,12,VIP,Middle-aged,144,874.7500,361.9655
"Ashlee Tang",41,Australia,Female,Married,5,564,18,18,New,Middle-aged,144,31.3333,112.8000
"Alicia Xu",42,Australia,Female,Married,0,300,6,6,New,Middle-aged,146,50.0000,NULL
"Lacey Jai",42,Australia,Female,Married,0,300,6,6,New,Middle-aged,145,50.0000,NULL
"Wendy Romero",42,Australia,Female,Single,0,10125,3,3,New,Middle-aged,174,3375.0000,NULL
"Carly Luo",71,Germany,Female,Married,0,72,3,3,New,Senior,148,24.0000,NULL
"Jimmy Ortega",77,Germany,Male,Single,0,210,6,6,New,Senior,152,35.0000,NULL
"Lance Vazquez",77,"United Kingdom",Male,Single,0,72,3,3,New,Senior,146,24.0000,NULL
"David Robinett",59,Germany,Male,Married,0,300,6,6,New,Middle-aged,154,50.0000,NULL
"Shannon Liang",60,France,Female,Single,3,13383,12,12,New,Senior,154,1115.2500,4461.0000
"Gary Vazquez",49,France,Male,Married,4,13317,12,12,New,Middle-aged,154,1109.7500,3329.2500
"Mitchell Kumar",61,Germany,Male,Single,15,17085,6,6,VIP,Senior,154,2847.5000,1139.0000
"Meredith Raman",55,"United Kingdom",Female,Married,26,17370,12,12,VIP,Middle-aged,148,1447.5000,668.0769
"Edward Patterson",51,France,Male,Married,3,13032,6,6,New,Middle-aged,154,2172.0000,4344.0000
"Marie Gill",59,France,Female,Married,0,210,6,6,New,Middle-aged,143,35.0000,NULL
"Tiffany Wang",54,France,Female,Married,0,210,6,6,New,Middle-aged,148,35.0000,NULL
"Jaclyn Cai",54,Germany,Female,Married,0,210,6,6,New,Middle-aged,145,35.0000,NULL
"Megan Ramirez",61,"United Kingdom",Female,Single,17,17295,12,12,VIP,Senior,155,1441.2500,1017.3529
"Joseph Martin",60,"United Kingdom",Male,Married,18,17085,6,6,VIP,Senior,155,2847.5000,949.1667
"Karl Shan",44,Germany,Male,Single,0,210,6,6,New,Middle-aged,145,35.0000,NULL
"Christine Raji",49,France,Female,Single,0,210,6,6,New,Middle-aged,145,35.0000,NULL
"George McDonald",50,"United Kingdom",Male,Single,24,17370,12,12,VIP,Middle-aged,148,1447.5000,723.7500
"Beth Gutierrez",49,Germany,Female,Single,15,17160,6,6,VIP,Middle-aged,154,2860.0000,1144.0000
"Latoya Shan",51,France,Female,Single,0,72,3,3,New,Middle-aged,149,24.0000,NULL
"Colin Nath",50,"United Kingdom",Male,Single,24,17295,12,12,VIP,Middle-aged,148,1441.2500,720.6250
"Franklin Raji",45,"United Kingdom",Male,Single,24,17418,24,24,VIP,Middle-aged,149,725.7500,725.7500
"Linda Navarro",50,France,Female,Married,4,13380,15,15,New,Middle-aged,153,892.0000,3345.0000
"Kelli Cai",50,France,Female,Married,4,13437,18,18,New,Middle-aged,152,746.5000,3359.2500
"Nancy Schmidt",45,France,Female,Single,2,13227,12,12,New,Middle-aged,155,1102.2500,6613.5000
"Latoya Xu",67,France,Female,Married,3,13161,12,12,New,Senior,154,1096.7500,4387.0000
"Darren Gill",61,"United Kingdom",Male,Married,0,54,6,6,New,Senior,153,9.0000,NULL
"Jacqueline Hayes",46,France,Female,Single,2,13317,12,12,New,Middle-aged,155,1109.7500,6658.5000
"Maurice Goel",NULL,France,Male,Married,2,13542,18,18,New,Senior,154,752.3333,6771.0000
"Devin Ross",66,Germany,Male,Married,0,72,3,3,New,Senior,148,24.0000,NULL
"Sydney Bryant",66,Germany,Female,Single,23,17538,30,30,VIP,Senior,146,584.6000,762.5217
"Megan Stewart",66,"United Kingdom",Female,Married,23,17568,24,24,VIP,Senior,148,732.0000,763.8261
"Ian Richardson",66,"United Kingdom",Male,Single,25,17634,24,24,VIP,Senior,147,734.7500,705.3600
"Katrina Becker",75,France,Female,Married,2,13242,12,12,New,Senior,154,1103.5000,6621.0000
"Lacey Zheng",75,France,Female,Married,13,13791,30,30,VIP,Senior,144,459.7000,1060.8462
"Rafael Hu",75,Germany,Male,Single,0,210,6,6,New,Senior,144,35.0000,NULL
"Kyle Scott",75,"United Kingdom",Male,Married,0,210,6,6,New,Senior,150,35.0000,NULL
"Jordan Turner",73,France,Male,Married,12,14067,36,36,New,Senior,145,390.7500,1172.2500
"Amy Sun",73,Germany,Female,Married,15,17085,6,6,VIP,Senior,154,2847.5000,1139.0000
"Dustin Deng",73,"United Kingdom",Male,Married,26,17349,18,18,VIP,Senior,145,963.8333,667.2692
"Jasmine Stewart",65,Germany,Female,Married,22,17274,18,18,VIP,Senior,146,959.6667,785.1818
"Pamela Garcia",61,Germany,Female,Married,0,264,12,12,New,Senior,152,22.0000,NULL
"Ariana Gray",60,France,Female,Married,12,13581,24,24,New,Senior,144,565.8750,1131.7500
"Kristopher Mehta",66,Germany,Male,Married,0,210,6,6,New,Senior,152,35.0000,NULL
"Desiree Dominguez",66,Germany,Female,Married,18,17634,24,24,VIP,Senior,149,734.7500,979.6667
"Deanna Perez",66,Germany,Female,Single,15,17424,18,18,VIP,Senior,153,968.0000,1161.6000
"Marco Lopez",67,France,Male,Married,11,13728,24,24,New,Senior,144,572.0000,1248.0000
"Casey Yuan",68,Germany,Female,Married,0,510,12,12,New,Senior,153,42.5000,NULL
"Bryant Garcia",51,Germany,Male,Married,21,17505,18,18,VIP,Middle-aged,147,972.5000,833.5714
"Dominique Prasad",68,France,Female,Married,12,14103,30,30,New,Senior,144,470.1000,1175.2500
"Maurice Shan",68,France,Male,Married,3,20700,21,21,New,Senior,153,985.7143,6900.0000
"Andre Lopez",63,"United Kingdom",Male,Married,0,210,6,6,New,Senior,150,35.0000,NULL
"Robin Romero",70,Germany,Female,Single,0,210,6,6,New,Senior,143,35.0000,NULL
"Jenny Nara",70,Germany,Female,Married,0,210,6,6,New,Senior,154,35.0000,NULL
"Janet Munoz",72,France,Female,Married,10,21267,33,33,New,Senior,146,644.4545,2126.7000
"Sergio Weber",72,France,Male,Married,0,72,3,3,New,Senior,153,24.0000,NULL
"Erika Gomez",73,France,Female,Married,0,264,12,12,New,Senior,143,22.0000,NULL
"Joseph Harris",72,France,Male,Married,0,210,6,6,New,Senior,147,35.0000,NULL
"Grace Griffin",44,Australia,Female,Single,27,17430,18,18,VIP,Middle-aged,146,968.3333,645.5556
"Tina Mehta",44,Australia,Female,Married,19,17295,12,12,VIP,Middle-aged,155,1441.2500,910.2632
"Kari Kim",45,Australia,Female,Single,18,17085,6,6,VIP,Middle-aged,155,2847.5000,949.1667
"Bethany Chander",45,Australia,Female,Single,24,17634,24,24,VIP,Middle-aged,150,734.7500,734.7500
"Jennifer Roberts",45,Australia,Female,Married,23,17064,12,12,VIP,Middle-aged,150,1422.0000,741.9130
"Kyle Patterson",45,Australia,Male,Single,18,17064,12,12,VIP,Middle-aged,156,1422.0000,948.0000
"Alvin Hu",45,Australia,Male,Married,24,17139,12,12,VIP,Middle-aged,150,1428.2500,714.1250
"Brett Mehta",44,Australia,Male,Single,23,17295,12,12,VIP,Middle-aged,150,1441.2500,751.9565
"Ruben Mu̱oz",45,Australia,Male,Single,22,17505,18,18,VIP,Middle-aged,150,972.5000,795.6818
"Erika Rubio",46,Australia,Female,Single,23,17064,12,12,VIP,Middle-aged,150,1422.0000,741.9130
"Stanley Malhotra",41,Australia,Male,Single,23,17295,12,12,VIP,Middle-aged,150,1441.2500,751.9565
"Melinda Navarro",46,Australia,Female,Single,22,17220,12,12,VIP,Middle-aged,150,1435.0000,782.7273
"Ross Sanz",46,Australia,Male,Married,22,17139,12,12,VIP,Middle-aged,150,1428.2500,779.0455
"Jon Gao",45,Australia,Male,Married,22,17577,21,21,VIP,Middle-aged,150,837.0000,798.9545
"Jaime Gutierrez",47,Australia,Female,Married,22,17382,15,15,VIP,Middle-aged,150,1158.8000,790.0909
"Bianca Liu",47,Australia,Female,Married,9,264,12,12,New,Middle-aged,143,22.0000,29.3333
"Tasha Deng",47,Australia,Female,Single,22,17370,12,12,VIP,Middle-aged,150,1447.5000,789.5455
"Melvin Chande",42,Australia,Male,Single,22,17157,9,9,VIP,Middle-aged,150,1906.3333,779.8636
"Victor Jimenez",48,Australia,Male,Single,23,17220,12,12,VIP,Middle-aged,149,1435.0000,748.6957
"Laura Lin",48,Australia,Female,Married,24,17295,12,12,VIP,Middle-aged,149,1441.2500,720.6250
"Alejandro Huang",48,Australia,Male,Married,23,17292,15,15,VIP,Middle-aged,149,1152.8000,751.8261
"Louis Luo",49,Australia,Male,Married,20,17160,6,6,VIP,Middle-aged,153,2860.0000,858.0000
"Grant Tang",48,Australia,Male,Married,0,210,6,6,New,Middle-aged,150,35.0000,NULL
"Jaclyn Andersen",45,"United Kingdom",Female,Married,24,17385,12,12,VIP,Middle-aged,148,1448.7500,724.3750
"Jay Suarez",46,Germany,Male,Single,12,13032,6,6,New,Middle-aged,154,2172.0000,1086.0000
"Kenneth Kumar",57,Australia,Male,Single,27,17442,15,15,VIP,Middle-aged,146,1162.8000,646.0000
"Grace Henderson",39,France,Female,Single,0,54,6,6,New,Adult,150,9.0000,NULL
"Melvin Xu",40,"United Kingdom",Male,Single,0,72,3,3,New,Middle-aged,147,24.0000,NULL
"Cesar Subram",41,"United Kingdom",Male,Single,0,264,12,12,New,Middle-aged,152,22.0000,NULL
"Tristan Hughes",41,Germany,Male,Single,0,210,6,6,New,Middle-aged,147,35.0000,NULL
"Darryl Wu",47,France,Male,Married,2,13098,6,6,New,Middle-aged,154,2183.0000,6549.0000
"Colleen Ma",41,France,Female,Married,1,13098,6,6,New,Middle-aged,154,2183.0000,13098.0000
"Erica Hu",47,Germany,Female,Married,11,13107,6,6,New,Middle-aged,155,2184.5000,1191.5455
"Adrienne Torres",47,"United Kingdom",Female,Single,17,17295,12,12,VIP,Middle-aged,154,1441.2500,1017.3529
"Calvin Chande",42,France,Male,Married,1,13383,12,12,New,Middle-aged,154,1115.2500,13383.0000
"Erick Sai",42,Germany,Male,Single,12,13308,12,12,New,Middle-aged,155,1109.0000,1109.0000
"Donald Chandra",47,"United Kingdom",Male,Married,23,17370,12,12,VIP,Middle-aged,147,1447.5000,755.2174
"Ariana Rogers",43,Germany,Female,Single,0,210,6,6,New,Middle-aged,145,35.0000,NULL
"Jermaine Lopez",48,"United Kingdom",Male,Single,22,17139,12,12,VIP,Middle-aged,147,1428.2500,779.0455
"Deborah Goel",49,"United Kingdom",Female,Single,23,17211,15,15,VIP,Middle-aged,147,1147.4000,748.3043
"Andre Perez",43,"United Kingdom",Male,Married,22,17295,12,12,VIP,Middle-aged,147,1441.2500,786.1364
"Terrence Chander",43,Germany,Male,Single,12,13317,12,12,New,Middle-aged,154,1109.7500,1109.7500
"Dawn Wu",49,"United Kingdom",Female,Single,15,17295,12,12,VIP,Middle-aged,154,1441.2500,1153.0000
"Jimmy Gutierrez",49,"United Kingdom",Male,Single,13,17295,12,12,VIP,Middle-aged,154,1441.2500,1330.3846
"Gary Ortega",49,"United Kingdom",Male,Single,14,17649,24,24,VIP,Middle-aged,154,735.3750,1260.6429
"Katrina Nath",44,"United Kingdom",Female,Single,0,210,6,6,New,Middle-aged,145,35.0000,NULL
"Arturo Sun",46,Canada,Male,Single,8,810,33,33,New,Middle-aged,144,24.5455,101.2500
"Sarah Simmons",45,Canada,Female,Single,10,1410,45,45,New,Middle-aged,144,31.3333,141.0000
"Brandy Chandra",44,Canada,Female,Single,9,1458,48,48,New,Middle-aged,143,30.3750,162.0000
"Jared Peterson",45,Canada,Male,Single,10,2676,84,84,New,Middle-aged,143,31.8571,267.6000
"Dennis Wu",89,"United States",Male,Married,0,72,3,3,New,Senior,151,24.0000,NULL
"Jasmine Powell",53,Canada,Female,Single,8,2220,63,63,New,Middle-aged,144,35.2381,277.5000
"Nicholas Brown",54,Canada,Male,Single,10,1566,45,45,New,Middle-aged,143,34.8000,156.6000
"Isabella Russell",53,Canada,Female,Single,10,1692,54,54,New,Middle-aged,144,31.3333,169.2000
"Elizabeth Wilson",53,"United States",Female,Single,0,210,6,6,New,Middle-aged,151,35.0000,NULL
"Seth Roberts",66,Canada,Male,Married,9,654,18,18,New,Senior,144,36.3333,72.6667
"Natalie Campbell",49,Canada,Female,Single,0,6960,3,3,New,Middle-aged,144,2320.0000,NULL
"Alyssa Howard",60,Canada,Female,Single,0,282,9,9,New,Senior,150,31.3333,NULL
"Shannon Huang",66,"United States",Female,Married,19,17829,12,12,VIP,Senior,152,1485.7500,938.3684
"Mya Gonzales",49,"United States",Female,Married,21,17619,6,6,VIP,Middle-aged,150,2936.5000,839.0000
"Katherine Bryant",66,"United States",Female,Married,0,282,9,9,New,Senior,150,31.3333,NULL
"Jerome Navarro",65,Canada,Male,Married,6,2358,66,66,New,Senior,146,35.7273,393.0000
"Jada Morgan",65,Canada,Female,Married,10,1908,63,63,New,Senior,143,30.2857,190.8000
"Christian Hughes",53,"United States",Male,Married,16,17619,6,6,VIP,Middle-aged,154,2936.5000,1101.1875
"Lucas Taylor",63,Canada,Male,Married,0,7170,9,9,New,Senior,154,796.6667,NULL
"Ariana Cook",64,"United States",Female,Married,17,17694,6,6,VIP,Senior,154,2949.0000,1040.8235
"Katherine Diaz",52,Canada,Female,Married,0,7170,9,9,New,Middle-aged,154,796.6667,NULL
"Joan Washington",57,"United States",Female,Married,17,17766,9,9,VIP,Middle-aged,154,1974.0000,1045.0588
"Austin Bryant",62,"United States",Male,Married,16,17748,12,12,VIP,Senior,154,1479.0000,1109.2500
"Andrew Martinez",62,Canada,Male,Married,11,1236,48,48,New,Senior,143,25.7500,112.3636
"Nina Yuan",63,"United States",Female,Married,17,17619,6,6,VIP,Senior,154,2936.5000,1036.4118
"Cameron Lewis",61,"United States",Male,Single,16,17691,9,9,VIP,Senior,154,1965.6667,1105.6875
"Devin Nelson",61,"United States",Male,Married,18,17619,6,6,VIP,Senior,153,2936.5000,978.8333
"Logan Chow",56,"United States",Male,Married,17,17619,6,6,VIP,Middle-aged,153,2936.5000,1036.4118
"Dakota Ross",62,"United States",Male,Married,18,17619,6,6,VIP,Senior,153,2936.5000,978.8333
"Nicole Taylor",60,"United States",Female,Single,17,17619,6,6,VIP,Senior,153,2936.5000,1036.4118
"Justin Washington",55,"United States",Male,Married,18,17976,15,15,VIP,Middle-aged,153,1198.4000,998.6667
"Alberto Navarro",55,"United States",Male,Single,18,17619,6,6,VIP,Middle-aged,153,2936.5000,978.8333
"Aidan Ross",61,"United States",Male,Single,19,17904,12,12,VIP,Senior,152,1492.0000,942.3158
"Joel Garcia",46,Germany,Male,Married,0,210,6,6,New,Middle-aged,148,35.0000,NULL
"Christine Chande",52,France,Female,Married,3,13173,6,6,New,Middle-aged,153,2195.5000,4391.0000
"Cindy Sai",46,France,Female,Married,7,13518,18,18,New,Middle-aged,149,751.0000,1931.1429
"Raymond Sanchez",51,"United Kingdom",Male,Single,23,17877,27,27,VIP,Middle-aged,145,662.1111,777.2609
"Crystal Liang",46,"United Kingdom",Female,Married,23,17595,18,18,VIP,Middle-aged,144,977.5000,765.0000
"Deb Torres",46,"United Kingdom",Female,Single,13,13242,12,12,VIP,Middle-aged,153,1103.5000,1018.6154
"Eddie Rubio",53,Germany,Male,Single,0,210,6,6,New,Middle-aged,143,35.0000,NULL
"Sydney Simmons",93,France,Female,Single,0,210,6,6,New,Senior,151,35.0000,NULL
"Alexandria Henderson",88,"United Kingdom",Female,Married,0,210,6,6,New,Senior,151,35.0000,NULL
"Frederick Subram",47,Germany,Male,Single,0,210,6,6,New,Middle-aged,145,35.0000,NULL
"Briana Dominguez",53,Germany,Female,Single,12,13032,6,6,New,Middle-aged,153,2172.0000,1086.0000
"Jarrod Gonzalez",NULL,Germany,Male,Married,0,510,12,12,New,Senior,150,42.5000,NULL
"Jorge Liang",53,Germany,Male,Single,13,13107,6,6,VIP,Middle-aged,153,2184.5000,1008.2308
"Erik Diaz",53,"United Kingdom",Male,Single,0,210,6,6,New,Middle-aged,147,35.0000,NULL
"April Shan",52,France,Female,Married,9,2358,81,81,New,Middle-aged,145,29.1111,262.0000
"Alexia Foster",53,"United Kingdom",Female,Single,13,13173,6,6,VIP,Middle-aged,153,2195.5000,1013.3077
"Troy Malhotra",48,"United Kingdom",Male,Married,0,210,6,6,New,Middle-aged,145,35.0000,NULL
"Kristin Andersen",54,Germany,Female,Married,11,13173,6,6,New,Middle-aged,153,2195.5000,1197.5455
"Joel Sai",54,France,Male,Married,3,13098,6,6,New,Middle-aged,153,2183.0000,4366.0000
"Billy Moreno",48,France,Male,Married,2,13437,18,18,New,Middle-aged,153,746.5000,6718.5000
"Meagan Subram",49,"United Kingdom",Female,Single,0,210,6,6,New,Middle-aged,149,35.0000,NULL
"Karla Luo",54,"United Kingdom",Female,Single,0,210,6,6,New,Middle-aged,153,35.0000,NULL
"Jackson Campbell",55,"United Kingdom",Male,Single,19,13296,18,18,VIP,Middle-aged,147,738.6667,699.7895
"Micah Zhu",55,France,Male,Married,3,13098,6,6,New,Middle-aged,153,2183.0000,4366.0000
"Janet Serrano",54,France,Female,Married,2,13032,6,6,New,Middle-aged,153,2172.0000,6516.0000
"Trisha Huang",55,France,Female,Single,3,13173,6,6,New,Middle-aged,153,2195.5000,4391.0000
"Clayton Beck",44,"United Kingdom",Male,Single,0,264,12,12,New,Middle-aged,148,22.0000,NULL
"Melvin Raje",86,"United Kingdom",Male,Married,0,210,6,6,New,Senior,152,35.0000,NULL
"Cindy Jordan",NULL,France,Female,Married,9,474,18,18,New,Senior,145,26.3333,52.6667
"Claudia Ma",51,France,Female,Single,3,13242,12,12,New,Middle-aged,153,1103.5000,4414.0000
"Karla Xu",54,France,Female,Single,3,13098,6,6,New,Middle-aged,152,2183.0000,4366.0000
"Devin Carter",54,Germany,Male,Married,0,54,6,6,New,Middle-aged,147,9.0000,NULL
"Kari Perez",49,"United Kingdom",Female,Married,0,300,6,6,New,Middle-aged,143,50.0000,NULL
"Alberto Romero",54,"United Kingdom",Male,Married,0,54,6,6,New,Middle-aged,146,9.0000,NULL
"Kevin Bryant",50,France,Male,Single,4,13032,6,6,New,Middle-aged,152,2172.0000,3258.0000
"Candace Mehta",55,France,Female,Married,5,13107,6,6,New,Middle-aged,151,2184.5000,2621.4000
"Erika Diaz",45,France,Female,Single,5,13107,6,6,New,Middle-aged,151,2184.5000,2621.4000
"Stacey Lu",57,France,Female,Single,28,17619,6,6,VIP,Middle-aged,151,2936.5000,629.2500
"Darrell Raji",41,France,Male,Single,28,17619,6,6,VIP,Middle-aged,151,2936.5000,629.2500
"Armando Moreno",43,France,Male,Single,28,17694,6,6,VIP,Middle-aged,150,2949.0000,631.9286
"Corey Goel",40,France,Male,Single,0,210,6,6,New,Middle-aged,148,35.0000,NULL
"Sebastian Howard",41,Germany,Male,Single,0,210,6,6,New,Middle-aged,143,35.0000,NULL
"Roger Raje",56,"United Kingdom",Male,Married,0,210,6,6,New,Middle-aged,146,35.0000,NULL
"Janelle Chandra",42,France,Female,Single,0,210,6,6,New,Middle-aged,143,35.0000,NULL
"Meredith Ruiz",41,Germany,Female,Single,12,13173,6,6,New,Middle-aged,153,2195.5000,1097.7500
"Melody Diaz",42,France,Female,Single,28,17958,18,18,VIP,Middle-aged,150,997.6667,641.3571
"Linda Rubio",43,France,Female,Single,0,210,6,6,New,Middle-aged,151,35.0000,NULL
"Ivan Raman",42,France,Male,Single,28,17883,18,18,VIP,Middle-aged,150,993.5000,638.6786
"Larry Gill",43,Germany,Male,Single,0,210,6,6,New,Middle-aged,149,35.0000,NULL
"Geoffrey Gonzalez",43,"United Kingdom",Male,Single,14,13107,6,6,VIP,Middle-aged,153,2184.5000,936.2143
"Edgar Sanchez",43,"United Kingdom",Male,Single,14,13161,12,12,VIP,Middle-aged,153,1096.7500,940.0714
